Authors,Title,Year,Cited by,Link,Index Keywords
"Lin J., Ding X., Qu D., Li H.","Non-intrusive load monitoring and decomposition method based on decision tree",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077691723&doi=10.1186%2fs13362-020-0069-4&partnerID=40&md5=64a096f9fa53c274fac977af0f47800f","Data mining; Decision trees; Trees (mathematics); Decision-tree algorithm; Equipment composition; Load characteristics; Load detection; Nonintrusive load monitoring; Programming models; Status identifications; Tree identification; Particle swarm optimization (PSO)"
"Schirmer P.A., Mporas I., Sheikh-Akbari A.","Robust energy disaggregation using appliance-specific temporal contextual information",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079355966&doi=10.1186%2fs13634-020-0664-y&partnerID=40&md5=0b05d5f734b1a27813339d73dc69b1be","Electric load management; Consumption patterns; Contextual information; Disaggregation; Load monitoring; Non-intrusive; Nonintrusive load monitoring; Sampling frequencies; Temporal information; Information use"
"Wu X., Jiao D., You L.","Nonintrusive on-site load-monitoring method with self-adaption",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080036698&doi=10.1016%2fj.ijepes.2020.105934&partnerID=40&md5=e560af2a9494c323ace4097fb58770f5","Automatic identification; Database systems; Dynamic loads; Electric appliances; Electric load management; Electric power utilization; Bayesian classification models; Electricity-consumption; Load decompositions; Load identification; Nonintrusive load monitoring; Operational signatures; Optimization modeling; Signature database; Classification (of information)"
"Lima D.A., Oliveira M.Z.C., Zuluaga E.O.","Non-intrusive load disaggregation model for residential consumers with Fourier series and optimization method applied to White tariff modality in Brazil",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081058975&doi=10.1016%2fj.epsr.2020.106277&partnerID=40&md5=c435e90d16bbcdfac1574cd4c2b0d422","Housing; Integer programming; Disaggregation; Fourier; Optimization modeling; Residential consumers; White tariff; Fourier series"
"Donaldson D.L., Jayaweera D.","Effective solar prosumer identification using net smart meter data",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078835337&doi=10.1016%2fj.ijepes.2020.105823&partnerID=40&md5=f8fb4ca07e44fe0007900d4656030d76","Classification (of information); Distributed power generation; Electric utilities; Energy utilization; K-means clustering; Photovoltaic cells; Sales; Solar power generation; Voltage regulators; Agglomerative clustering; Classification accuracy; Classification approach; Clustering; Dimensionality reduction; Net energy consumption; Prosumer; Solar photovoltaic power; Smart meters"
"Zheng Y., Kong W., Song Y., Hill D.J.","Optimal Operation of Electric Springs for Voltage Regulation in Distribution Systems",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078697354&doi=10.1109%2fTII.2019.2954890&partnerID=40&md5=fa261baff9b97984d5824ff41f66d82c","Electric load management; Optimization; Voltage control; Voltage regulators; Active distribution systems; Distribution systems; electric spring (ES); Load monitoring; Nonintrusive load monitoring; Optimal control methods; Optimal operation; Optimal operation strategy; Information management"
"Geraldi M.S., Ghisi E.","Building-level and stock-level in contrast: A literature review of the energy performance of buildings during the operational stage",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078117041&doi=10.1016%2fj.enbuild.2020.109810&partnerID=40&md5=8866c975458980bde9883e3193b4af8a","Benchmarking; Buildings; Climate change; Energy utilization; Zero energy buildings; Building operations; Building performance analysis; Energy performance; Energy performance of buildings; Literature reviews; Literature survey; Operational stages; Zero energy building (ZEB); Energy efficiency"
"Cui L., Sun Y., Liu Y., Wen Y.","Non-intrusive Load Disaggregation Method Considering Time-phased State Behavior [考虑分时段状态行为的非侵入式负荷分解方法]",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081658241&doi=10.7500%2fAEPS20190225006&partnerID=40&md5=3355bc5538ec112c2663ab4440d10d9e","Electric load management; Probability; Disaggregation; Electricity-consumption; Genetic optimization; Intelligent optimization method; Load characteristics; Power characteristic; State probability; Time-periods; Iterative methods"
"Singh S., Majumdar A.","Non-Intrusive Load Monitoring via Multi-Label Sparse Representation-Based Classification",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081162333&doi=10.1109%2fTSG.2019.2938090&partnerID=40&md5=9510e7009d0101f41808f37a9507ae16","Computer science; Networks (circuits); Disaggregation; Multi label classification; Multi-label; NILM; Nonintrusive load monitoring; Sparse representation based classifications; State-of-the-art techniques; Training data; Classification (of information)"
"Huber P., Ott M., Friedli M., Rumsch A., Paice A.","Residential power traces for five houses: The ihomelab RAPT dataset",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079446017&doi=10.3390%2fdata5010017&partnerID=40&md5=8474a8f445502397f635f0701917debf",
"Quek Y.T., Woo W.L., Logenthiran T.","Load Disaggregation Using One-Directional Convolutional Stacked Long Short-Term Memory Recurrent Neural Network",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081661852&doi=10.1109%2fJSYST.2019.2919668&partnerID=40&md5=a2db4657d576024d743b340ec910e705","Artificial intelligence; Brain; Convolution; Convolutional neural networks; Deep learning; Deep neural networks; Energy management; Information management; Learning algorithms; Classification tasks; Direct current; Disaggregation; Energy monitoring; Intelligent energies; Neural network application; Optimized energy managements; Recurrent neural network (RNN); Long short-term memory"
"Plenz M., Dong C., Grumm F., Meyer M.F., Schumann M., McCulloch M., Jia H., Schulz D.","Framework integrating lossy compression and perturbation for the case of smart meter privacy",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081610135&doi=10.3390%2felectronics9030465&partnerID=40&md5=ec41b7a1a7d92c5b6e562ef2c5c864a9",
"Rehman A.U., Lie T.T., Valles B., Tito S.R.","Event-Detection Algorithms for Low Sampling Nonintrusive Load Monitoring Systems Based on Low Complexity Statistical Features",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079692183&doi=10.1109%2fTIM.2019.2904351&partnerID=40&md5=47a1061340a192af8a4813744972574a","Energy efficiency; Sampling; Sensitivity analysis; Signal detection; Comparative analysis; Energy efficiency and conservations; Energy monitoring; Event detection; Event detection algorithm; Nonintrusive load monitoring; Recall and precision; Smart grid; Smart power grids"
"D'Incecco M., Squartini S., Zhong M.","Transfer Learning for Non-Intrusive Load Monitoring",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081155410&doi=10.1109%2fTSG.2019.2938068&partnerID=40&md5=35df1f6f8a963cc1aa25a5fca0045661","Deep learning; Deep neural networks; Electric load management; Testing; Challenge problems; Different domains; Disaggregation; Domain knowledge; NILM; Nonintrusive load monitoring; sequence-to-point learning; Without fine-tuning; Transfer learning"
"Wu X., Jiao D., Gao Y.","Construction of Adaptive Feature Library and Load Identification Based on Decomposition of Non-intrusive Power Consumption Data [基于非侵入式用电数据分解的自适应特征库构建与负荷辨识]",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081321721&doi=10.7500%2fAEPS20190612009&partnerID=40&md5=8707e64d7af5ad347cf6f95867eebacb","Electric power utilization; Energy efficiency; Bayesian classification models; Feature libraries; Load decompositions; Load identification; Load separation; Nonintrusive load monitoring; Operation characteristic; Optimization modeling; Electric load management"
"Li W., Bai H., Wu B., Bu F., Hua Y., Lu H., Yang Y.","Research on non-intrusive monitoring of large power data industrial users",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080904039&doi=10.1088%2f1755-1315%2f431%2f1%2f012030&partnerID=40&md5=7494a98e0a7056eec6ef6336b35535d1","Monitoring; Steelmaking; Wavelet decomposition; Industrial enterprise; Industrial users; Non-intrusive monitoring; Production process; Steel production capacities; Steel rollings; Technical support; Wavelet Packet Decomposition; Industrial research"
"Wang S., Li R., Evans A., Li F.","Regional nonintrusive load monitoring for low voltage substations and distributed energy resources",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076294209&doi=10.1016%2fj.apenergy.2019.114225&partnerID=40&md5=f9e8314715fb0f095510ee6baad68c82","Cost effectiveness; Data privacy; Domestic appliances; Electric utilities; Energy resources; Signal to noise ratio; Spectrum analysis; Disaggregation; Distributed Energy Resources; Distribution network operators; Electric Vehicles (EVs); Electricity distribution networks; Low voltage substations; Nonintrusive load monitoring; Orthogonal matching pursuit; Electric load distribution; electric vehicle; energy resource; estimation method; network analysis; numerical method; performance assessment; spectral analysis; United Kingdom"
"Ahajjam M.A., Licea D.B., Ghogho M., Kobbane A.","IMPEC: An integrated system for monitoring and processing electricity consumption in buildings",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079573681&doi=10.3390%2fs20041048&partnerID=40&md5=a145afa634dd9bf882c3c570823158c9","Data acquisition; Electric load management; Electric power utilization; Labeled data; Software testing; Disaggregation; Electricity-consumption; Energy monitoring; Hardware and software; Industrial settings; Integrated monitoring; Nonintrusive load monitoring; On-board processing; Monitoring; article; electricity; software"
"Green D.H., Shaw S.R., Lindahl P., Kane T.J., Donnal J.S., Leeb S.B.","A MultiScale Framework for Nonintrusive Load Identification",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078694845&doi=10.1109%2fTII.2019.2923236&partnerID=40&md5=1450f0c418ea362ad41e6717e57e6a5c","Electric load management; Electric power transmission networks; Energy efficiency; Fault detection; Smart power grids; Condition-based maintenance; Different time scale; Electrical measurement; Multi-scale frameworks; Non-intrusive monitoring; Nonintrusive load monitoring; Smart grid applications; United States Coast Guard; Condition monitoring"
"Buddhahai B., Wongseree W., Rakkwamsuk P.","An Energy Prediction Approach for a Nonintrusive Load Monitoring in Home Appliances",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078954588&doi=10.1109%2fTCE.2019.2956638&partnerID=40&md5=0898956a72d8d6c0a0b03f3a3fa7719a","Decision trees; Domestic appliances; Energy efficiency; Energy management; Energy utilization; Forecasting; Hidden Markov models; Information analysis; Information management; K-means clustering; Smart meters; Trees (mathematics); Area under the ROC curve; Classification algorithm; Data analysis algorithms; Home energy managements; Learning frameworks; Nonintrusive load monitoring; Predictive performance; Smart energies; Electric load management"
"Liu H., Yu C., Wu H., Chen C., Wang Z.","An improved non-intrusive load disaggregation algorithm and its application",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074669742&doi=10.1016%2fj.scs.2019.101918&partnerID=40&md5=81b2b50f7aba37ff61ef7c1f8982d268","Electric load management; Energy utilization; Harmonic analysis; Particle swarm optimization (PSO); Vectors; Current decomposition; Current harmonics; Multi objective particle swarm optimization; Nonintrusive load monitoring; Objective functions; Standard deviation; Steady-state currents; Superimposing methods; Multiobjective optimization"
"Rafsanjani H.N., Moayedi S., Ahn C.R., Alahmad M.","A load-disaggregation framework to sense personalized energy-use information in commercial buildings",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076199254&doi=10.1016%2fj.enbuild.2019.109633&partnerID=40&md5=1b58896eebe1c435d071f0a9c8ee9d7a","Clustering algorithms; Cost effectiveness; Energy utilization; Office buildings; Commercial building; Data sensing; Disaggregation; Energy use; Simulation; Information use"
"Gao H., Zhang L., Liang J., Du T., Bao S.","Non-intrusive electrical equipment state change detection based on improved permutation entropy algorithm and Yamamoto algorithm [基于改进排列熵算法和Yamamoto算法的非侵入式 用电设备状态变化检测]",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079522958&doi=10.16081%2fj.epae.201911017&partnerID=40&md5=74647e1cbd31a620b698a90858c352d8","Electric load management; Entropy; Electrical equipment; Nonintrusive load monitoring; Permutation entropy; State identification; Transient characteristic; Power quality"
"Ren W., Xu G.","Non-intrusive Load Decomposition Method Based on Deep Sequence Translation Model [基于深度序列翻译模型的非侵入式负荷分解方法]",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079384538&doi=10.13335%2fj.1000-3673.pst.2019.0645&partnerID=40&md5=e3bfd6a31a11733e5d51c44412880ed8","Codes (symbols); Deep learning; Housing; Combined coding; Energy decomposition; Load decompositions; Network parameters; Residential loads; Time correlations; Translation method; Translation models; Signal processing"
"Nguyen H.-H.","Nonintrusive Load Monitoring Algorithms: A Comparative Study",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075676499&doi=10.1007%2f978-981-32-9186-7_23&partnerID=40&md5=b0ca8d9e9acf51c4714fdbad727cd69f","Combinatorial optimization; Computation theory; Electric load management; Electric power transmission networks; Electric power utilization; Energy conservation; Hidden Markov models; Intelligent computing; Maximum likelihood estimation; Comparative studies; Evaluation results; Hart85; NILMTK; Nonintrusive load monitoring; Rapid deployments; REDD dataset; Specific power consumption; Smart power grids"
"Chavat J., Graneri J., Nesmachnow S.","Household Energy Disaggregation Based on Pattern Consumption Similarities",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078407009&doi=10.1007%2f978-3-030-38889-8_5&partnerID=40&md5=3f4689584174cb33d7e6485f4cbb3e75","Combinatorial optimization; Energy utilization; Hidden Markov models; Smart city; Consumption values; Disaggregation; Electricity bill; Household Consumption; Household energy; Labeled datasets; Nonintrusive load monitoring; Similar pattern; Electric load management"
"Lu M., Li Z.","A Hybrid Event Detection Approach for Non-Intrusive Load Monitoring",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077375595&doi=10.1109%2fTSG.2019.2924862&partnerID=40&md5=c28514008d79ddb208b94a08bc26335d","Domestic appliances; Derivative analysis; Electricity-consumption; Event detection; Generalized likelihood ratio; Household loads; Log likelihood ratio; Nonintrusive load monitoring; Practical method; Electric load management"
"Alkhulaifi A., Aljohani A.J.","Investigation of deep learning-based techniques for load disaggregation, low-frequency approach",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080123990&partnerID=40&md5=b7dbffee2cf117c72e1073a310840ea4",
"Li H., Ding X., Qu D., Lin J.","Noninvasive Load Identification Method Based on Feature Similarity",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081275873&doi=10.1155%2f2020%2f3585606&partnerID=40&md5=fe5e55415a453e46c80f87710c1dd584","Data mining; Automatic recognition; Electrical equipment; Feature similarities; Harmonic currents; Load identification; Similarity models; Steady state characteristics; Wavelet threshold; Wavelet decomposition"
"Zhang Y., Yin B., Cong Y., Du Z.","Multi‐state Household Appliance Identification Based on Convolutional Neural Networks and Clustering",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079607563&doi=10.3390%2fen13040792&partnerID=40&md5=44caee7543d3e2668d8a40eb6b75041e","Convolution; Convolutional neural networks; Domestic appliances; Electric appliances; Energy utilization; K-means clustering; Identification accuracy; K-means; Multi-state; Nonintrusive load monitoring; Number of state; The identification of appliances states; The identification of appliances types; Electric load management"
"Hamdi M., Messaoud H., Bouguila N.","A new approach of electrical appliance identification in residential buildings",2020,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072631278&doi=10.1016%2fj.epsr.2019.106037&partnerID=40&md5=d0e92d3817408a18bd5b61ad0e619101","Energy utilization; Changes detections; Electrical appliances; Features; Non-intrusive appliance load monitoring; Operating devices; Real-time operation mode; Residential building; Shape matching; Electric load management"
"Montaklez C.A.C., Hurst W.","A machine learning approach for detecting unemployment using the smart metering infrastructure",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079102523&doi=10.1109%2fACCESS.2020.2969468&partnerID=40&md5=d943b684f556feea8ea85a2d74425998","Advanced metering infrastructures; Classification (of information); Electric measuring instruments; Employment; Internet of things; Learning systems; Machine learning; Multilayer neural networks; Predictive analytics; Sensor networks; Smart meters; Consumer profiling; Electrical energy distribution; Generalized linear model; Internet of Things (IOT); Machine learning approaches; Machine learning models; Multi-layer perceptron neural networks; Technological advancement; Electric power measurement"
"Song Y., Wang C.X., Tay W.P.","Compressive Privacy for a Linear Dynamical System",2020,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069906384&doi=10.1109%2fTIFS.2019.2930366&partnerID=40&md5=96e3c13883aab000f6aaeb1ab3d3b7fc","Dynamical systems; Kalman filters; Linear control systems; Optimization; Signal processing; Dimensional spaces; Empirical experiments; Linear dynamical systems; Local compression; Message exchange; Multiple sensors; Optimal tradeoffs; Optimization problems; Matrix algebra"
"Rafsanjani H.N., Ghahramani A.","Towards utilizing internet of things (IoT) devices for understanding individual occupants' energy usage of personal and shared appliances in office buildings",2020,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072222545&doi=10.1016%2fj.jobe.2019.100948&partnerID=40&md5=4ae1211200f50aa23c0588d366f7782e","Consumer behavior; Cost effectiveness; Energy efficiency; Information use; Internet of things; Office buildings; Scalability; Conventional methods; Cost-effective approach; Current behaviors; Energy consumer; Energy intensity; Energy use; Internet of Things (IOT); Scalable methods; Energy utilization"
"Hassan M.U., Rehmani M.H., Chen J.","Differential Privacy Techniques for Cyber Physical Systems: A Survey",2020,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076792818&doi=10.1109%2fCOMST.2019.2944748&partnerID=40&md5=b2f33b79230bea4c805b29c21a229139","Cryptography; Cyber Physical System; Data privacy; Embedded systems; Health care; Surveys; Cyber physical systems (CPSs); Differential privacies; Health-care system; Privacy preservation; Smart grid; Transportation system; Industrial internet of things (IIoT)"
"Huang X., Wang D.","Research on non-intrusive load event detection algorithm",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081176564&doi=10.1109%2fIAEAC47372.2019.8997937&partnerID=40&md5=1c9e4c0ff66914e2ce0a28acb06843ab","Signal detection; Cepstrum analysis; Disaggregation; Event detection; Event detection algorithm; Feature extraction algorithms; Load classification; Missed detections; Non-intrusive; Feature extraction"
"Wu R., Huang L., Yan X.","Non-Intrusive Load Disaggregation Considering User Behavior and Appliances States Combination",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081089711&doi=10.1109%2fAPPEEC45492.2019.8994690&partnerID=40&md5=d7f3d9de0fda29c7c6015be584f49aaa","Automation; Behavioral research; Domestic appliances; Electric load management; Iterative methods; K-means clustering; Statistical tests; appliance state; Disaggregation; Historical data; Intelligent power; Nonintrusive load monitoring; Optimal solutions; super state; User behaviors; Probability distributions"
"Ma Y.-J., Zhai M.-Y.","A non-intrusive load decomposition algorithm for residents",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055972797&doi=10.1007%2fs00521-018-3862-x&partnerID=40&md5=a3321b2e4faf7153c992e58d0f8a6ecf","Efficiency; Hidden Markov models; Matrix algebra; Probability distributions; Composite state; Compression algorithms; Decomposition algorithm; Decomposition efficiency; Load decompositions; Matrix sparsity; Query algorithms; Steady-state currents; Viterbi algorithm"
"Batreddy S., Kumar K., Chandra M.G.","On using graph signal processing for electrical load disaggregation",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081559162&doi=10.1109%2fHiPCW.2019.00008&partnerID=40&md5=b021642f2c421885da037f598c617f23",
"Rodriguez-Silva A., Makonin S.","Universal Non-Intrusive Load Monitoring (UNILM) Using Filter Pipelines, Probabilistic Knapsack, and Labelled Partition Maps",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081081815&doi=10.1109%2fAPPEEC45492.2019.8994618&partnerID=40&md5=352289ec68523765b16b9f183a36df9b","Aggregates; Energy utilization; Pipelines; Smart meters; Unsupervised learning; Disaggregation; Gaussian model; knapsack; NILM; Nonintrusive load monitoring; Smart grid; Electric load management"
"Desai S., Alhadad R., Mahmood A., Chilamkurti N., Rho S.","Multi-state energy classifier to evaluate the performance of the NILM algorithm",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075717551&doi=10.3390%2fs19235236&partnerID=40&md5=bae97ba615ac30e51b92bca18e890736","Data privacy; Electric load management; Electric power utilization; Mobile telecommunication systems; Smart meters; Data collection; Disaggregation; Nonintrusive load monitoring; Performance metrics; Smart grid; Smart metering; Smart power grids; article; classifier; human; prediction; privacy; punishment"
"Wu X., Jiao D., Liang K., Han X.","A fast online load identification algorithm based on V-I characteristics of high-frequency data under user operational constraints",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071873854&doi=10.1016%2fj.energy.2019.116012&partnerID=40&md5=d71fad46d6d40036f0bfa7b87114e96a","Capacitance; Data acquisition; Electric power transmission networks; Electrical appliances; Load capacitance; Load identification; Nonintrusive load monitoring; On-line identification; Operational constraints; Periodic current; Real time performance; Electric load management; accuracy assessment; algorithm; data acquisition; electrical power; energy use; frequency analysis; identification method; induced response; monitoring system; operations technology; real time"
"Doherty B., Trenbath K.","Device-level plug load disaggregation in a zero energy office building and opportunities for energy savings",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073166296&doi=10.1016%2fj.enbuild.2019.109480&partnerID=40&md5=878fa6907c5c173cef9b1dc76d65d86c","Audio equipment; Energy efficiency; Office buildings; Disaggregation; Energy Metering; Plug loads; Smart plugs; Zero energies; Zero energy buildings"
"Hasan M.M., Chowdhury D., Khan M.Z.R.","Non-intrusive load monitoring using current shapelets",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077366405&doi=10.3390%2fapp9245363&partnerID=40&md5=43eeea371ab47bee688a2d6016da4f57",
"Azari D., Shariat Torbaghan S., Cappon H., Keesman K.J., Rijnaarts H., Gibescu M.","Exploring the impact of data uncertainty on the performance of a demand response program",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072964102&doi=10.1016%2fj.segan.2019.100262&partnerID=40&md5=7869af256fd782b2b2014f776fc454a9",
"Li L., Yang L., Chen H., Li M., Zhang C.","Multi-objective evolutionary algorithms applied to non-intrusive load monitoring",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070582463&doi=10.1016%2fj.epsr.2019.105961&partnerID=40&md5=fc6a13a842c692f4dbff11caeb5b198b","Electric appliances; Electric load management; Multiobjective optimization; Electrical appliances; Electrical interference; Multi features; Multi objective evolutionary algorithms; Multi-objective problem; Nonintrusive load monitoring; Optimization problems; Steady state; Evolutionary algorithms"
"Xia M., Liu W., Xu Y., Wang K., Zhang X.","Dilated residual attention network for load disaggregation",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070287725&doi=10.1007%2fs00521-019-04414-3&partnerID=40&md5=ef6b6ebe2feca9d27d833643e7a566cd","Convolution; Electric load management; Engineering education; Time series; Attention mechanisms; Bottom-up and top-down; Disaggregation; Electrical appliances; Learning abilities; Network optimization; Nonintrusive load monitoring; Residual learning; Deep learning"
"Cao H., Liu S., Wu L., Guan Z., Du X.","Achieving differential privacy against non-intrusive load monitoring in smart grid: A fog computing approach",2019,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073679943&doi=10.1002%2fcpe.4528&partnerID=40&md5=fc6bb4ac537512c05244a5cf6b3438d5","Data privacy; Economic and social effects; Electric load management; Electric power transmission networks; Energy utilization; Fog; Fog computing; Green computing; Hidden Markov models; Internet of things; Behavior parameters; Differential privacies; Electrical circuit; Energy consumption datum; Load monitoring; Nonintrusive load monitoring; Privacy preserving; Smart grid; Smart power grids"
"Batra N., Kukunuri R., Pandey A., Malakar R., Kumar R., Krystalakos O., Zhong M., Meira P., Parson O.","A demonstration of reproducible state-of-the-art energy disaggregation using NILMTK",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077293639&doi=10.1145%2f3360322.3360999&partnerID=40&md5=27965ecafb381b35343b160eb9f7503d","Demonstrations; Intelligent buildings; Smart meters; Algorithm comparison; Algorithm implementation; Disaggregation; Empirical evaluations; Nonintrusive load monitoring; Reference benchmarks; Reproducible research; State of the art; Energy efficiency"
"Pan S., Berges M., Rodakowski J., Zhang P., Noh H.Y.","Fine-grained recognition of activities of daily living through structural vibration and electrical sensing",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077291787&doi=10.1145%2f3360322.3360851&partnerID=40&md5=d72b5cdcad94c39a6737b198d627bcb5","Intelligent buildings; Structural dynamics; Complementary; Electrical load; Ensemble; Fine grained; Non-intrusive; Structural vibrations; Energy efficiency"
"Mou K., Yang H.","Non-intrusive Load Identification Method Based on PLA-GDTW Support Vector Machine [基于PLA-GDTW支持向量机的非侵入式负荷监测方法]",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076436352&doi=10.13335%2fj.1000-3673.pst.2018.1061&partnerID=40&md5=ad6de7461adaff5183c75b6d9b27ec2e","Approximation algorithms; Electric load management; Electric power transmission networks; Energy utilization; Piecewise linear techniques; Power management; Support vector machines; Vectors; Dynamic time warping; Household energy consumption; Kernel function; Load identification; Nonintrusive load monitoring; Piecewise linear approximations; Recognition speed; Support vector machine classifiers; Smart power grids"
"Wen Y., Cui L., Sun Y., Qi B., Ma Y.","Non-intrusive Load Decomposition Method Considering State Probability Factors and State Corrections [考虑状态概率因子和状态修正的非侵入式负荷分解方法]",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076407791&doi=10.13335%2fj.1000-3673.pst.2018.2508&partnerID=40&md5=cb2d983acb72383337fd4d4aad0878d7","Electric load management; Energy conservation; Genetic algorithms; Probability; Smart power grids; Decomposition methods; Genetic optimization; Genetic-algorithm optimizations; Mean-Shift Clustering; Nonintrusive load monitoring; Objective functions; Power characteristic; Recognition accuracy; Iterative methods"
"Jia Y., Batra N., Wang H., Whitehouse K.","Active collaborative sensing for energy breakdown",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075455925&doi=10.1145%2f3357384.3357929&partnerID=40&md5=210e1e32e590d2a34c9fd25dda22faae","Artificial intelligence; Energy conservation; Knowledge management; Retrofitting; Tensors; Active Learning; Collaborative sensing; Energy breakdown; Hardware installation; Prediction accuracy; Reconstruction accuracy; Reduce energy consumption; Tensor completion; Energy utilization"
"Yi S., Yin X., Diao Y., Wang B., Wu P.","A New Event-detection Method Based on Composite Windows in NILM for Industrial Settings",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079491136&doi=10.1109%2fiSPEC48194.2019.8975265&partnerID=40&md5=2589e8fa0d71f06a80153f74a6d5fb00","Arts computing; Electric power transmission networks; Cumulative sums; Event detection; Industrial loads; Industrial settings; Multiple time scale; Nonintrusive load monitoring; Transient state; Window analysis; Electric load management"
"Bugnot R.J.C., MacAbebe E.Q.B.","A non-intrusive appliance recognition system",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081106751&doi=10.1109%2fIoTaIS47347.2019.8980438&partnerID=40&md5=be104a6c66cdb924c5958a3ebd65c7cc","Budget control; Data acquisition; Electric load management; Energy management; Energy resources; Energy utilization; Frequency domain analysis; Internet of things; Learning algorithms; Learning systems; Machine learning; Appliance recognition; Data acquisition system; Electricity-consumption; Energy generations; Load monitoring; Management and utilization; Prediction accuracy; Total energy consumption; Information management"
"Bazenkov N.I., Boldyshev B.A., Dushin S.V., Frolov S.A., Goubko M.V., Korepanov V.O., Sereda L.A.","Intensive data collection system for smart grid and smart building research",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078209466&doi=10.1109%2fSUMMA48161.2019.8947469&partnerID=40&md5=56d22a3e280797fa12e8bca585a9c385","Control systems; Data acquisition; Data visualization; Digital storage; Electric batteries; Electric power transmission networks; Electric utilities; Energy efficiency; Energy utilization; Information management; Internet of things; Learning systems; Open systems; Sensor networks; Active and Reactive Power; Climate system; Data collection; Data compression algorithms; Electric energy consumption; Energy infrastructures; Prospective applications; Smart grid; Smart power grids"
"Henriet S., Şimşekli U., Santos S.D., Fuentes B., Richard G.","Independent-Variation Matrix Factorization with Application to Energy Disaggregation",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077746057&doi=10.1109%2fLSP.2019.2941428&partnerID=40&md5=169079f0df0a5c323c563ca6086ecc33","Chemical activation; Electric load management; Factorization; Independent component analysis; Office buildings; Source separation; Alternating minimization; Dictionary learning; High-frequency current; Independent component analysis(ICA); Nonintrusive load monitoring; Semi-nonnegative matrix factorizations; SemiNonnegative Matrix Factorization(SNMF); Total variation; Matrix algebra"
